Camera,Site ID,Organization,Active Status,Online Status,County,Colocated Cameras,Longitude ,Latitude,Camera URL,Network URL,Image URL
Oat Mtn. North 2,oatnorth,alertcalifornia,active,online,Los Angeles,Oat Mtn. North 1,-118.58,34.32,https://cameras.alertcalifornia.org/?id=Axis-OatNorth2,https://cameras.alertcalifornia.org/?pos=34.32_-118.58_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OatNorth2/latest-frame.jpg
Oat Mtn. South 1,oatsouth,alertcalifornia,active,online,Los Angeles,Oat Mtn. South 2,-118.58,34.32,https://cameras.alertcalifornia.org/?id=Axis-OatSouth1,https://cameras.alertcalifornia.org/?pos=34.32_-118.58_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OatSouth1/latest-frame.jpg
Oat Mtn. South 2,oatsouth,alertcalifornia,active,online,Los Angeles,Oat Mtn. South 1,-118.58,34.32,https://cameras.alertcalifornia.org/?id=Axis-OatSouth2,https://cameras.alertcalifornia.org/?pos=34.32_-118.58_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OatSouth2/latest-frame.jpg
Mt. Lukens 1,lukens,alertcalifornia,active,online,Los Angeles,Mt. Lukens 2,-118.23,34.26,https://cameras.alertcalifornia.org/?id=Axis-Lukens1,https://cameras.alertcalifornia.org/?pos=34.26_-118.23_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Lukens1/latest-frame.jpg
Mt. Lukens 2,lukens,alertcalifornia,active,online,Los Angeles,Mt. Lukens 1,-118.23,34.26,https://cameras.alertcalifornia.org/?id=Axis-Lukens2,https://cameras.alertcalifornia.org/?pos=34.26_-118.23_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Lukens2/latest-frame.jpg
Rasnow Peak 1,rasnow,alertcalifornia,active,online,Ventura,Rasnow Peak 2,-118.9,34.16,https://cameras.alertcalifornia.org/?id=Axis-Rasnow1,https://cameras.alertcalifornia.org/?pos=34.16_-118.90_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rasnow1/latest-frame.jpg
Rasnow Peak 2,rasnow,alertcalifornia,active,online,Ventura,Rasnow Peak 1,-118.9,34.16,https://cameras.alertcalifornia.org/?id=Axis-Rasnow2,https://cameras.alertcalifornia.org/?pos=34.16_-118.90_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rasnow2/latest-frame.jpg
Las Virgenes 1,lasvirgenes,alertcalifornia,active,online,Ventura,Las Virgenes 2,-118.67,34.17,https://cameras.alertcalifornia.org/?id=Axis-LasVirgenes1,https://cameras.alertcalifornia.org/?pos=34.17_-118.67_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LasVirgenes1/latest-frame.jpg
Las Virgenes 2,lasvirgenes,alertcalifornia,active,online,Ventura,Las Virgenes 1,-118.67,34.17,https://cameras.alertcalifornia.org/?id=Axis-LasVirgenes2,https://cameras.alertcalifornia.org/?pos=34.17_-118.67_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LasVirgenes2/latest-frame.jpg
Gold 1,gold,alertcalifornia,active,online,Los Angeles,Gold 2,-118.85,34.11,https://cameras.alertcalifornia.org/?id=Axis-Gold1,https://cameras.alertcalifornia.org/?pos=34.11_-118.85_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Gold1/latest-frame.jpg
Gold 2,gold,alertcalifornia,active,online,Los Angeles,Gold 1,-118.85,34.11,https://cameras.alertcalifornia.org/?id=Axis-Gold2,https://cameras.alertcalifornia.org/?pos=34.11_-118.85_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Gold2/latest-frame.jpg
Encinal Canyon (Malibu) 1,encinalcanyon,alertcalifornia,active,online,Los Angeles,Encinal Canyon (Malibu) 2,-118.87,34.09,https://cameras.alertcalifornia.org/?id=Axis-EncinalCanyon1,https://cameras.alertcalifornia.org/?pos=34.09_-118.87_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-EncinalCanyon1/latest-frame.jpg
Encinal Canyon (Malibu) 2,encinalcanyon,alertcalifornia,active,online,Los Angeles,Encinal Canyon (Malibu) 1,-118.87,34.09,https://cameras.alertcalifornia.org/?id=Axis-EncinalCanyon2,https://cameras.alertcalifornia.org/?pos=34.09_-118.87_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-EncinalCanyon2/latest-frame.jpg
Topanga Canyon 1,topangacanyon,alertcalifornia,active,online,Los Angeles,Topanga Canyon 2,-118.57,34.12,https://cameras.alertcalifornia.org/?id=Axis-TopangaCanyon1,https://cameras.alertcalifornia.org/?pos=34.12_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TopangaCanyon1/latest-frame.jpg
Topanga Canyon 2,topangacanyon,alertcalifornia,active,online,Los Angeles,Topanga Canyon 1,-118.57,34.12,https://cameras.alertcalifornia.org/?id=Axis-TopangaCanyon2,https://cameras.alertcalifornia.org/?pos=34.12_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TopangaCanyon2/latest-frame.jpg
Castro Peak 1,castro,alertcalifornia,active,online,Los Angeles,Castro Peak 2,-118.78,34.08,https://cameras.alertcalifornia.org/?id=Axis-Castro1,https://cameras.alertcalifornia.org/?pos=34.08_-118.78_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Castro1/latest-frame.jpg
Castro Peak 2,castro,alertcalifornia,active,online,Los Angeles,Castro Peak 3,-118.78,34.08,https://cameras.alertcalifornia.org/?id=Axis-Castro2,https://cameras.alertcalifornia.org/?pos=34.08_-118.78_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Castro2/latest-frame.jpg
Rancho del Cielo 1,ranchodelcielo,alertcalifornia,active,online,Los Angeles,Rancho del Cielo 2,-118.78,34.04,https://cameras.alertcalifornia.org/?id=Axis-RanchoDelCielo1,https://cameras.alertcalifornia.org/?pos=34.04_-118.78_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RanchoDelCielo1/latest-frame.jpg
Rancho del Cielo 2,ranchodelcielo,alertcalifornia,active,online,Los Angeles,Rancho del Cielo 1,-118.78,34.04,https://cameras.alertcalifornia.org/?id=Axis-RanchoDelCielo2,https://cameras.alertcalifornia.org/?pos=34.04_-118.78_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RanchoDelCielo2/latest-frame.jpg
Topanga Peak 1,topangapeak,alertcalifornia,active,online,Los Angeles,Topanga Peak 2,-118.63,34.08,https://cameras.alertcalifornia.org/?id=Axis-TopangaPeak1,https://cameras.alertcalifornia.org/?pos=34.08_-118.63_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TopangaPeak1/latest-frame.jpg
Topanga Peak 2,topangapeak,alertcalifornia,active,online,Los Angeles,Topanga Peak 1,-118.63,34.08,https://cameras.alertcalifornia.org/?id=Axis-TopangaPeak2,https://cameras.alertcalifornia.org/?pos=34.08_-118.63_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TopangaPeak2/latest-frame.jpg
Saddle Peak 1,saddle,alertcalifornia,active,online,Los Angeles,Saddle Peak 2,-118.65,34.07,https://cameras.alertcalifornia.org/?id=Axis-Saddle1,https://cameras.alertcalifornia.org/?pos=34.07_-118.65_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Saddle1/latest-frame.jpg
Saddle Peak 2,saddle,alertcalifornia,active,online,Los Angeles,Saddle Peak 1,-118.65,34.07,https://cameras.alertcalifornia.org/?id=Axis-Saddle2,https://cameras.alertcalifornia.org/?pos=34.07_-118.65_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Saddle2/latest-frame.jpg
LACFD Helibase 69 Bravo E,hel69b,alertcalifornia,active,online,Los Angeles,LACFD Helibase 69 Bravo W,-118.62,34.07,https://cameras.alertcalifornia.org/?id=Axis-Hel69B,https://cameras.alertcalifornia.org/?pos=34.07_-118.62_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hel69B/latest-frame.jpg
LACFD Helibase 69 Bravo W,hel69b,alertcalifornia,active,online,Los Angeles,LACFD Helibase 69 Bravo E,-118.62,34.07,https://cameras.alertcalifornia.org/?id=Axis-Hel69BWest,https://cameras.alertcalifornia.org/?pos=34.07_-118.62_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hel69BWest/latest-frame.jpg
Cloudcroft Debris Basin 1,cloudcroft,alertcalifornia,active,online,Los Angeles,Cloudcroft Debris Basin 2,-118.57,34.04,https://cameras.alertcalifornia.org/?id=Axis-Cloudcroft1,https://cameras.alertcalifornia.org/?pos=34.04_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Cloudcroft1/latest-frame.jpg
Cloudcroft Debris Basin 2,cloudcroft,alertcalifornia,active,online,Los Angeles,Cloudcroft Debris Basin 1,-118.57,34.04,https://cameras.alertcalifornia.org/?id=Axis-Cloudcroft2,https://cameras.alertcalifornia.org/?pos=34.04_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Cloudcroft2/latest-frame.jpg
San Vicente 1,sanvicente,alertcalifornia,active,online,Los Angeles,San Vicente 2,-118.51,34.12,https://cameras.alertcalifornia.org/?id=Axis-SanVicente1,https://cameras.alertcalifornia.org/?pos=34.12_-118.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SanVicente1/latest-frame.jpg
San Vicente 2,sanvicente,alertcalifornia,active,online,Los Angeles,San Vicente 1,-118.51,34.12,https://cameras.alertcalifornia.org/?id=Axis-SanVicente2,https://cameras.alertcalifornia.org/?pos=34.12_-118.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SanVicente2/latest-frame.jpg
Green Peak North 1,greenpeak,alertcalifornia,active,online,Los Angeles,Green Peak South 2,-118.54,34.08,https://cameras.alertcalifornia.org/?id=Axis-GreenNorth,https://cameras.alertcalifornia.org/?pos=34.08_-118.54_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GreenNorth/latest-frame.jpg
Green Peak South 2,greenpeak,alertcalifornia,active,online,Los Angeles,Green Peak North 1,-118.54,34.08,https://cameras.alertcalifornia.org/?id=Axis-GreenSouth,https://cameras.alertcalifornia.org/?pos=34.08_-118.54_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GreenSouth/latest-frame.jpg
Temescal Trailhead 1,temescaltrailhead,alertcalifornia,active,online,Los Angeles,Temescal Trailhead 2,-118.54,34.07,https://cameras.alertcalifornia.org/?id=Axis-TemescalTrailhead1,https://cameras.alertcalifornia.org/?pos=34.07_-118.54_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TemescalTrailhead1/latest-frame.jpg
Temescal Trailhead 2,temescaltrailhead,alertcalifornia,active,online,Los Angeles,Temescal Trailhead 1,-118.54,34.07,https://cameras.alertcalifornia.org/?id=Axis-TemescalTrailhead2,https://cameras.alertcalifornia.org/?pos=34.07_-118.54_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TemescalTrailhead2/latest-frame.jpg
Mt. Lee N,mtlee,alertcalifornia,active,online,Los Angeles,Mt. Lee S,-118.32,34.13,https://cameras.alertcalifornia.org/?id=Axis-MtLeeN,https://cameras.alertcalifornia.org/?pos=34.13_-118.32_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtLeeN/latest-frame.jpg
Mt. Lee S,mtlee,alertcalifornia,active,online,Los Angeles,Mt. Lee N,-118.32,34.13,https://cameras.alertcalifornia.org/?id=Axis-MtLeeS,https://cameras.alertcalifornia.org/?pos=34.13_-118.32_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtLeeS/latest-frame.jpg
Star Mtn. 1,briar,alertcalifornia,active,online,Los Angeles,Star Mtn. 2,-118.39,34.11,https://cameras.alertcalifornia.org/?id=Axis-Briar1,https://cameras.alertcalifornia.org/?pos=34.11_-118.39_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Briar1/latest-frame.jpg
Star Mtn. 2,briar,alertcalifornia,active,online,Los Angeles,Star Mtn. 1,-118.39,34.11,https://cameras.alertcalifornia.org/?id=Axis-Briar2,https://cameras.alertcalifornia.org/?pos=34.11_-118.39_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Briar2/latest-frame.jpg
Bel Air Ridge 1,belairridge,alertcalifornia,active,online,Los Angeles,Bel Air Ridge 2,-118.44,34.11,https://cameras.alertcalifornia.org/?id=Axis-BelAirRidge1,https://cameras.alertcalifornia.org/?pos=34.11_-118.44_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BelAirRidge1/latest-frame.jpg
Bel Air Ridge 2,belairridge,alertcalifornia,active,online,Los Angeles,Bel Air Ridge 1,-118.44,34.11,https://cameras.alertcalifornia.org/?id=Axis-BelAirRidge2,https://cameras.alertcalifornia.org/?pos=34.11_-118.44_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BelAirRidge2/latest-frame.jpg
Mountain Gate 1,mountaingate,alertcalifornia,active,online,Los Angeles,Mountain Gate 2,-118.44,34.11,https://cameras.alertcalifornia.org/?id=Axis-MountainGate1,https://cameras.alertcalifornia.org/?pos=34.10_-118.48_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MountainGate1/latest-frame.jpg
Canyonback Trail TCM 1,canyonbacktrail,alertcalifornia,active,online,Los Angeles,Canyonback Trail TCM 2,-118.49,34.09,https://cameras.alertcalifornia.org/?id=Axis-Canyonback1,https://cameras.alertcalifornia.org/?pos=34.09_-118.49_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Canyonback1/latest-frame.jpg
Canyonback Trail TCM 2,canyonbacktrail,alertcalifornia,active,online,Los Angeles,Canyonback Trail TCM 1,-118.49,34.09,https://cameras.alertcalifornia.org/?id=Axis-Canyonback2,https://cameras.alertcalifornia.org/?pos=34.09_-118.49_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Canyonback2/latest-frame.jpg
Westridge 1,westridge,alertcalifornia,active,online,Los Angeles,Westridge 2,-118.51,34.08,https://cameras.alertcalifornia.org/?id=Axis-Westridge1,https://cameras.alertcalifornia.org/?pos=34.08_-118.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Westridge1/latest-frame.jpg
Westridge 2,westridge,alertcalifornia,active,online,Los Angeles,Westridge 1,-118.51,34.08,https://cameras.alertcalifornia.org/?id=Axis-Westridge2,https://cameras.alertcalifornia.org/?pos=34.08_-118.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Westridge2/latest-frame.jpg
Hollywood 1,hollywood,alertcalifornia,active,online,Los Angeles,Hollywood 2,-118.38,34.1,https://cameras.alertcalifornia.org/?id=Axis-Hollywood1,https://cameras.alertcalifornia.org/?pos=34.10_-118.38_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hollywood1/latest-frame.jpg
Hollywood 2,hollywood,alertcalifornia,active,online,Los Angeles,Hollywood 1,-118.38,34.1,https://cameras.alertcalifornia.org/?id=Axis-Hollywood2,https://cameras.alertcalifornia.org/?pos=34.10_-118.38_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hollywood2/latest-frame.jpg
Wilshire 1,wilshire,alertcalifornia,active,online,Los Angeles,Wilshire 2,-118.5,34.01,https://cameras.alertcalifornia.org/?id=Axis-Wilshire1,https://cameras.alertcalifornia.org/?pos=34.01_-118.50_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Wilshire1/latest-frame.jpg
Wilshire 2,wilshire,alertcalifornia,active,online,Los Angeles,Wilshire 1,-118.5,34.01,https://cameras.alertcalifornia.org/?id=Axis-Wilshire2,https://cameras.alertcalifornia.org/?pos=34.01_-118.50_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Wilshire2/latest-frame.jpg
Baldwin Hills 1,baldwinhills,alertcalifornia,active,online,Los Angeles,Baldwin Hills 2,-118.36,34,https://cameras.alertcalifornia.org/?id=Axis-BaldwinHills1,https://cameras.alertcalifornia.org/?pos=34.00_-118.36_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaldwinHills1/latest-frame.jpg
Baldwin Hills 2,baldwinhills,alertcalifornia,active,online,Los Angeles,Baldwin Hills 1,-118.36,34,https://cameras.alertcalifornia.org/?id=Axis-BaldwinHills2,https://cameras.alertcalifornia.org/?pos=34.00_-118.36_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaldwinHills2/latest-frame.jpg
Verdugo Peak 1,verdugopeak,alertcalifornia,active,online,Los Angeles,Verdugo Peak 2,-118.27,34.21,https://cameras.alertcalifornia.org/?id=Axis-VerdugoPeak1,https://cameras.alertcalifornia.org/?pos=34.21_-118.27_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-VerdugoPeak1/latest-frame.jpg
Verdugo Peak 2,verdugopeak,alertcalifornia,active,online,Los Angeles,Verdugo Peak 1,-118.27,34.21,https://cameras.alertcalifornia.org/?id=Axis-VerdugoPeak2,https://cameras.alertcalifornia.org/?pos=34.21_-118.27_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-VerdugoPeak2/latest-frame.jpg
Mt. Emma 1,mtemma,alertcalifornia,active,online,Los Angeles,Mt. Emma 2,-118.08,34.48,https://cameras.alertcalifornia.org/?id=Axis-MtEmma1,https://cameras.alertcalifornia.org/?pos=34.48_-118.08_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtEmma1/latest-frame.jpg
Mt. Emma 2,mtemma,alertcalifornia,active,online,Los Angeles,Mt. Emma 1,-118.08,34.48,https://cameras.alertcalifornia.org/?id=Axis-MtEmma2,https://cameras.alertcalifornia.org/?pos=34.48_-118.08_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtEmma2/latest-frame.jpg
Pearblossom 1,pearblossom,alertcalifornia,active,online,Los Angeles,Pearblossom 2,-117.92,34.5,https://cameras.alertcalifornia.org/?id=Axis-Pearblossom1,https://cameras.alertcalifornia.org/?pos=34.50_-117.92_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Pearblossom1/latest-frame.jpg
Pearblossom 2,pearblossom,alertcalifornia,active,online,Los Angeles,Pearblossom 1,-117.92,34.5,https://cameras.alertcalifornia.org/?id=Axis-Pearblossom2,https://cameras.alertcalifornia.org/?pos=34.50_-117.92_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Pearblossom2/latest-frame.jpg
Jolyn 1,jolyn,alertcalifornia,active,online,San Bernardino,Jolyn 2,-117.92,34.5,https://cameras.alertcalifornia.org/?id=Axis-Jolyn1,https://cameras.alertcalifornia.org/?pos=34.61_-117.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Jolyn1/latest-frame.jpg
Jolyn 2,jolyn,alertcalifornia,active,online,San Bernardino,Jolyn 1,-117.92,34.5,https://cameras.alertcalifornia.org/?id=Axis-Jolyn2,https://cameras.alertcalifornia.org/?pos=34.61_-117.51_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Jolyn2/latest-frame.jpg
Quartzite Mtn. 1,quartzite,alertcalifornia,active,online,San Bernardino,Quartzite Mtn. 2,-117.29,34.61,https://cameras.alertcalifornia.org/?id=Axis-Quartzite1,https://cameras.alertcalifornia.org/?pos=34.61_-117.29_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Quartzite1/latest-frame.jpg
Quartzite Mtn. 2,quartzite,alertcalifornia,active,online,San Bernardino,Quartzite Mtn. 1,-117.29,34.61,https://cameras.alertcalifornia.org/?id=Axis-Quartzite2,https://cameras.alertcalifornia.org/?pos=34.61_-117.29_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Quartzite2/latest-frame.jpg
Foor 1,foor,alertcalifornia,active,online,San Bernardino,Foor 2,-117.59,34.39,https://cameras.alertcalifornia.org/?id=Axis-Foor1,https://cameras.alertcalifornia.org/?pos=34.39_-117.59_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Foor1/latest-frame.jpg
Foor 2,foor,alertcalifornia,active,online,San Bernardino,Foor 1,-117.59,34.39,https://cameras.alertcalifornia.org/?id=Axis-Foor2,https://cameras.alertcalifornia.org/?pos=34.39_-117.59_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Foor2/latest-frame.jpg
Table 1,table,alertcalifornia,active,online,Los Angeles,Table 2,-117.66,34.38,https://cameras.alertcalifornia.org/?id=Axis-Table1,https://cameras.alertcalifornia.org/?pos=34.38_-117.66_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Table1/latest-frame.jpg
Table 2,table,alertcalifornia,active,online,Los Angeles,Table 1,-117.66,34.38,https://cameras.alertcalifornia.org/?id=Axis-Table2,https://cameras.alertcalifornia.org/?pos=34.38_-117.66_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Table2/latest-frame.jpg
Mtn. High North 1,mtnhighnorth,alertcalifornia,active,online,Los Angeles,Mtn. High North 2,-117.68,34.38,https://cameras.alertcalifornia.org/?id=Axis-MtnHighNorth1,https://cameras.alertcalifornia.org/?pos=34.38_-117.68_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighNorth1/latest-frame.jpg
Mtn. High North 2,mtnhighnorth,alertcalifornia,active,online,Los Angeles,Mtn. High North 1,-117.68,34.38,https://cameras.alertcalifornia.org/?id=Axis-MtnHighNorth2,https://cameras.alertcalifornia.org/?pos=34.38_-117.68_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighNorth2/latest-frame.jpg
Mtn. High West 1,mtnhighwest,alertcalifornia,active,online,Los Angeles,Mtn. High West 2,-117.69,34.36,https://cameras.alertcalifornia.org/?id=Axis-MtnHighWest1,https://cameras.alertcalifornia.org/?pos=34.36_-117.69_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighWest1/latest-frame.jpg
Mtn. High West 2,mtnhighwest,alertcalifornia,active,online,Los Angeles,Mtn. High West 1,-117.69,34.36,https://cameras.alertcalifornia.org/?id=Axis-MtnHighWest2,https://cameras.alertcalifornia.org/?pos=34.36_-117.69_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighWest2/latest-frame.jpg
Mtn. High East 1,mtnhigheast,alertcalifornia,active,online,Los Angeles,Mtn. High East 2,-117.68,34.35,https://cameras.alertcalifornia.org/?id=Axis-MtnHighEast1,https://cameras.alertcalifornia.org/?pos=34.35_-117.68_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighEast1/latest-frame.jpg
Mtn. High East 2,mtnhigheast,alertcalifornia,active,online,Los Angeles,Mtn. High East 1,-117.68,34.35,https://cameras.alertcalifornia.org/?id=Axis-MtnHighEast2,https://cameras.alertcalifornia.org/?pos=34.35_-117.68_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighEast2/latest-frame.jpg
Mt. Disappointment 1,mtdisappointment,alertcalifornia,active,online,Los Angeles,Mt. Disappointment 2,-118.1,34.24,https://cameras.alertcalifornia.org/?id=Axis-MtDisappointment1,https://cameras.alertcalifornia.org/?pos=34.24_-118.10_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtDisappointment1/latest-frame.jpg
Mt. Disappointment 2,mtdisappointment,alertcalifornia,active,online,Los Angeles,Mt. Disappointment 1,-118.1,34.24,https://cameras.alertcalifornia.org/?id=Axis-MtDisappointment2,https://cameras.alertcalifornia.org/?pos=34.24_-118.10_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtDisappointment2/latest-frame.jpg
Mt. Wilson East,mtwilson,alertcalifornia,active,online,Los Angeles,Mt. Wilson West,-118.05,34.22,https://cameras.alertcalifornia.org/?id=Axis-WilsonEast,https://cameras.alertcalifornia.org/?pos=34.22_-118.05_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WilsonEast/latest-frame.jpg
Mt. Wilson West,mtwilson,alertcalifornia,active,online,Los Angeles,Mt. Wilson East,-118.05,34.22,https://cameras.alertcalifornia.org/?id=Axis-WilsonWest,https://cameras.alertcalifornia.org/?pos=34.22_-118.05_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WilsonWest/latest-frame.jpg
Pine Mtn. (Los Angeles) 1,pinemountainla,alertcalifornia,active,online,Los Angeles,Pine Mtn. (Los Angeles) 2,-117.9,34.22,https://cameras.alertcalifornia.org/?id=Axis-PineMountainLA1,https://cameras.alertcalifornia.org/?pos=34.22_-117.90_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-PineMountainLA1/latest-frame.jpg
Pine Mtn. (Los Angeles) 2,pinemountainla,alertcalifornia,active,online,Los Angeles,Pine Mtn. (Los Angeles) 1,-117.9,34.22,https://cameras.alertcalifornia.org/?id=Axis-PineMountainLA2,https://cameras.alertcalifornia.org/?pos=34.22_-117.90_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-PineMountainLA2/latest-frame.jpg
Arcadia 1,arcadia,alertcalifornia,active,online,Los Angeles,Arcadia 2,-118.02,34.17,https://cameras.alertcalifornia.org/?id=Axis-Arcadia1,https://cameras.alertcalifornia.org/?pos=34.17_-118.02_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Arcadia1/latest-frame.jpg
Arcadia 2,arcadia,alertcalifornia,active,online,Los Angeles,Arcadia 1,-118.02,34.17,https://cameras.alertcalifornia.org/?id=Axis-Arcadia2,https://cameras.alertcalifornia.org/?pos=34.17_-118.02_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Arcadia2/latest-frame.jpg
Sierra Madre Canyon 1,sierramadrecanyon,alertcalifornia,active,online,Los Angeles,Sierra Madre Canyon 2,-118.04,34.17,https://cameras.alertcalifornia.org/?id=Axis-SierraMadreCanyon1,https://cameras.alertcalifornia.org/?pos=34.17_-118.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SierraMadreCanyon1/latest-frame.jpg
Sierra Madre Canyon 2,sierramadrecanyon,alertcalifornia,active,online,Los Angeles,Sierra Madre Canyon 1,-118.04,34.17,https://cameras.alertcalifornia.org/?id=Axis-SierraMadreCanyon2,https://cameras.alertcalifornia.org/?pos=34.17_-118.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SierraMadreCanyon2/latest-frame.jpg
Sierra Madre Bridge,sierramadrebridge,alertcalifornia,active,online,Los Angeles,,-118.04,34.17,https://cameras.alertcalifornia.org/?id=Axis-SierraMadreBridge,https://cameras.alertcalifornia.org/?pos=34.17_-118.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SierraMadreBridge/latest-frame.jpg
Bailey Canyon Debris Basin 1,baileycanyon,alertcalifornia,active,online,Los Angeles,Bailey Canyon Debris Basin 2,-118.06,34.17,https://cameras.alertcalifornia.org/?id=Axis-BaileyCanyon1,https://cameras.alertcalifornia.org/?pos=34.17_-118.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaileyCanyon1/latest-frame.jpg
Bailey Canyon Debris Basin 2,baileycanyon,alertcalifornia,active,online,Los Angeles,Bailey Canyon Debris Basin 1,-118.06,34.17,https://cameras.alertcalifornia.org/?id=Axis-BaileyCanyon2,https://cameras.alertcalifornia.org/?pos=34.17_-118.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaileyCanyon2/latest-frame.jpg
Mt. Harvard 1,harvard,alertcalifornia,active,online,Los Angeles,Mt. Harvard 2,-118.06,34.21,https://cameras.alertcalifornia.org/?id=Axis-Harvard1,https://cameras.alertcalifornia.org/?pos=34.21_-118.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Harvard1/latest-frame.jpg
Mt. Harvard 2,harvard,alertcalifornia,active,online,Los Angeles,Mt. Harvard 1,-118.06,34.21,https://cameras.alertcalifornia.org/?id=Axis-Harvard2,https://cameras.alertcalifornia.org/?pos=34.21_-118.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Harvard2/latest-frame.jpg
College Peak 1,college,alertcalifornia,active,online,Los Angeles,College Peak 2,-118.01,34.01,https://cameras.alertcalifornia.org/?id=Axis-College1,https://cameras.alertcalifornia.org/?pos=34.01_-118.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-College1/latest-frame.jpg
